Using TensorFlow backend.
2018-07-20 14:12:20.792941: I tensorflow/core/platform/cpu_feature_guard.cc:140] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2018-07-20 14:12:21.384071: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:08:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:21.649079: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 1 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:0b:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:21.924821: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 2 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:0e:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:22.187246: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 3 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:11:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:22.468039: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 4 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:16:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:22.757864: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 5 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:19:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:23.053881: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 6 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:1c:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:23.367173: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1356] Found device 7 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:22:00.0
totalMemory: 15.90GiB freeMemory: 15.61GiB
2018-07-20 14:12:23.430637: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1435] Adding visible gpu devices: 0, 1, 2, 3, 4, 5, 6, 7
2018-07-20 14:12:29.995252: I tensorflow/core/common_runtime/gpu/gpu_device.cc:923] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-07-20 14:12:29.995596: I tensorflow/core/common_runtime/gpu/gpu_device.cc:929]      0 1 2 3 4 5 6 7 
2018-07-20 14:12:29.995610: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 0:   N Y Y Y Y Y Y Y 
2018-07-20 14:12:29.995616: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 1:   Y N Y Y Y Y Y Y 
2018-07-20 14:12:29.995622: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 2:   Y Y N Y Y Y Y Y 
2018-07-20 14:12:29.995628: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 3:   Y Y Y N Y Y Y Y 
2018-07-20 14:12:29.995633: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 4:   Y Y Y Y N Y Y Y 
2018-07-20 14:12:29.995639: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 5:   Y Y Y Y Y N Y Y 
2018-07-20 14:12:29.995645: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 6:   Y Y Y Y Y Y N Y 
2018-07-20 14:12:29.995650: I tensorflow/core/common_runtime/gpu/gpu_device.cc:942] 7:   Y Y Y Y Y Y Y N 
2018-07-20 14:12:29.998380: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15135 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:08:00.0, compute capability: 6.0)
2018-07-20 14:12:30.180055: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:1 with 15135 MB memory) -> physical GPU (device: 1, name: Tesla P100-PCIE-16GB, pci bus id: 0000:0b:00.0, compute capability: 6.0)
2018-07-20 14:12:30.364094: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:2 with 15135 MB memory) -> physical GPU (device: 2, name: Tesla P100-PCIE-16GB, pci bus id: 0000:0e:00.0, compute capability: 6.0)
2018-07-20 14:12:30.548261: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:3 with 15135 MB memory) -> physical GPU (device: 3, name: Tesla P100-PCIE-16GB, pci bus id: 0000:11:00.0, compute capability: 6.0)
2018-07-20 14:12:30.731379: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:4 with 15135 MB memory) -> physical GPU (device: 4, name: Tesla P100-PCIE-16GB, pci bus id: 0000:16:00.0, compute capability: 6.0)
2018-07-20 14:12:30.915996: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:5 with 15135 MB memory) -> physical GPU (device: 5, name: Tesla P100-PCIE-16GB, pci bus id: 0000:19:00.0, compute capability: 6.0)
2018-07-20 14:12:31.101801: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:6 with 15135 MB memory) -> physical GPU (device: 6, name: Tesla P100-PCIE-16GB, pci bus id: 0000:1c:00.0, compute capability: 6.0)
2018-07-20 14:12:31.286329: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1053] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:7 with 15135 MB memory) -> physical GPU (device: 7, name: Tesla P100-PCIE-16GB, pci bus id: 0000:22:00.0, compute capability: 6.0)
/home/rice/jmc32/anaconda2/envs/tensorflow-gpu/lib/python2.7/site-packages/keras/models.py:981: UserWarning: The `nb_epoch` argument in `fit` has been renamed `epochs`.
  warnings.warn('The `nb_epoch` argument in `fit` '
Using New network
Epoch 1/150

  5000/990000 [..............................] - ETA: 3:21 - loss: 0.0889 - acc: 0.9604
 10000/990000 [..............................] - ETA: 1:51 - loss: 0.0853 - acc: 0.9630
 15000/990000 [..............................] - ETA: 1:19 - loss: 0.0875 - acc: 0.9630
 20000/990000 [..............................] - ETA: 1:03 - loss: 0.0848 - acc: 0.9638
 25000/990000 [..............................] - ETA: 53s - loss: 0.0830 - acc: 0.9642 
 30000/990000 [..............................] - ETA: 46s - loss: 0.0824 - acc: 0.9642
 35000/990000 [>.............................] - ETA: 42s - loss: 0.0825 - acc: 0.9643
 40000/990000 [>.............................] - ETA: 38s - loss: 0.0828 - acc: 0.9643
 45000/990000 [>.............................] - ETA: 35s - loss: 0.0824 - acc: 0.9646
 50000/990000 [>.............................] - ETA: 33s - loss: 0.0821 - acc: 0.9647
 55000/990000 [>.............................] - ETA: 31s - loss: 0.0825 - acc: 0.9645
 60000/990000 [>.............................] - ETA: 30s - loss: 0.0829 - acc: 0.9644
 65000/990000 [>.............................] - ETA: 28s - loss: 0.0832 - acc: 0.9641
 70000/990000 [=>............................] - ETA: 27s - loss: 0.0827 - acc: 0.9645
 75000/990000 [=>............................] - ETA: 26s - loss: 0.0827 - acc: 0.9644
 80000/990000 [=>............................] - ETA: 25s - loss: 0.0826 - acc: 0.9645
 85000/990000 [=>............................] - ETA: 24s - loss: 0.0829 - acc: 0.9644
 90000/990000 [=>............................] - ETA: 24s - loss: 0.0830 - acc: 0.9644
 95000/990000 [=>............................] - ETA: 23s - loss: 0.0829 - acc: 0.9643
100000/990000 [==>...........................] - ETA: 22s - loss: 0.0826 - acc: 0.9645
105000/990000 [==>...........................] - ETA: 22s - loss: 0.0827 - acc: 0.9643
110000/990000 [==>...........................] - ETA: 21s - loss: 0.0828 - acc: 0.9642
115000/990000 [==>...........................] - ETA: 21s - loss: 0.0824 - acc: 0.9643
120000/990000 [==>...........................] - ETA: 21s - loss: 0.0830 - acc: 0.9640
125000/990000 [==>...........................] - ETA: 20s - loss: 0.0828 - acc: 0.9640
130000/990000 [==>...........................] - ETA: 20s - loss: 0.0834 - acc: 0.9638
135000/990000 [===>..........................] - ETA: 19s - loss: 0.0836 - acc: 0.9638
140000/990000 [===>..........................] - ETA: 19s - loss: 0.0840 - acc: 0.9637
145000/990000 [===>..........................] - ETA: 19s - loss: 0.0842 - acc: 0.9635
150000/990000 [===>..........................] - ETA: 18s - loss: 0.0842 - acc: 0.9635
155000/990000 [===>..........................] - ETA: 18s - loss: 0.0841 - acc: 0.9636
160000/990000 [===>..........................] - ETA: 18s - loss: 0.0841 - acc: 0.9635
165000/990000 [====>.........................] - ETA: 18s - loss: 0.0841 - acc: 0.9635
170000/990000 [====>.........................] - ETA: 17s - loss: 0.0840 - acc: 0.9636
175000/990000 [====>.........................] - ETA: 17s - loss: 0.0842 - acc: 0.9636
180000/990000 [====>.........................] - ETA: 17s - loss: 0.0842 - acc: 0.9636
185000/990000 [====>.........................] - ETA: 17s - loss: 0.0843 - acc: 0.9635
190000/990000 [====>.........................] - ETA: 16s - loss: 0.0845 - acc: 0.9634
195000/990000 [====>.........................] - ETA: 16s - loss: 0.0844 - acc: 0.9635
200000/990000 [=====>........................] - ETA: 16s - loss: 0.0845 - acc: 0.9635
205000/990000 [=====>........................] - ETA: 16s - loss: 0.0846 - acc: 0.9635
210000/990000 [=====>........................] - ETA: 16s - loss: 0.0845 - acc: 0.9635
215000/990000 [=====>........................] - ETA: 15s - loss: 0.0847 - acc: 0.9635
220000/990000 [=====>........................] - ETA: 15s - loss: 0.0848 - acc: 0.9635
225000/990000 [=====>........................] - ETA: 15s - loss: 0.0847 - acc: 0.9636
230000/990000 [=====>........................] - ETA: 15s - loss: 0.0847 - acc: 0.9635
235000/990000 [======>.......................] - ETA: 15s - loss: 0.0846 - acc: 0.9636
240000/990000 [======>.......................] - ETA: 15s - loss: 0.0848 - acc: 0.9635
245000/990000 [======>.......................] - ETA: 14s - loss: 0.0851 - acc: 0.9635
250000/990000 [======>.......................] - ETA: 14s - loss: 0.0852 - acc: 0.9634
255000/990000 [======>.......................] - ETA: 14s - loss: 0.0853 - acc: 0.9635
260000/990000 [======>.......................] - ETA: 14s - loss: 0.0853 - acc: 0.9635
265000/990000 [=======>......................] - ETA: 14s - loss: 0.0852 - acc: 0.9635
270000/990000 [=======>......................] - ETA: 14s - loss: 0.0855 - acc: 0.9634
275000/990000 [=======>......................] - ETA: 13s - loss: 0.0855 - acc: 0.9633
280000/990000 [=======>......................] - ETA: 13s - loss: 0.0856 - acc: 0.9632
285000/990000 [=======>......................] - ETA: 13s - loss: 0.0858 - acc: 0.9632
290000/990000 [=======>......................] - ETA: 13s - loss: 0.0858 - acc: 0.9632
295000/990000 [=======>......................] - ETA: 13s - loss: 0.0858 - acc: 0.9632
300000/990000 [========>.....................] - ETA: 13s - loss: 0.0859 - acc: 0.9632
305000/990000 [========>.....................] - ETA: 13s - loss: 0.0860 - acc: 0.9632
310000/990000 [========>.....................] - ETA: 12s - loss: 0.0861 - acc: 0.9631
315000/990000 [========>.....................] - ETA: 12s - loss: 0.0863 - acc: 0.9631
320000/990000 [========>.....................] - ETA: 12s - loss: 0.0864 - acc: 0.9630
325000/990000 [========>.....................] - ETA: 12s - loss: 0.0865 - acc: 0.9629
330000/990000 [=========>....................] - ETA: 12s - loss: 0.0867 - acc: 0.9628
335000/990000 [=========>....................] - ETA: 12s - loss: 0.0868 - acc: 0.9628
340000/990000 [=========>....................] - ETA: 12s - loss: 0.0869 - acc: 0.9627
345000/990000 [=========>....................] - ETA: 12s - loss: 0.0871 - acc: 0.9627
350000/990000 [=========>....................] - ETA: 11s - loss: 0.0870 - acc: 0.9627
355000/990000 [=========>....................] - ETA: 11s - loss: 0.0869 - acc: 0.9628
360000/990000 [=========>....................] - ETA: 11s - loss: 0.0870 - acc: 0.9627
365000/990000 [==========>...................] - ETA: 11s - loss: 0.0872 - acc: 0.9627
370000/990000 [==========>...................] - ETA: 11s - loss: 0.0873 - acc: 0.9627
375000/990000 [==========>...................] - ETA: 11s - loss: 0.0873 - acc: 0.9626
380000/990000 [==========>...................] - ETA: 11s - loss: 0.0874 - acc: 0.9626
385000/990000 [==========>...................] - ETA: 11s - loss: 0.0875 - acc: 0.9626
390000/990000 [==========>...................] - ETA: 11s - loss: 0.0876 - acc: 0.9625
395000/990000 [==========>...................] - ETA: 10s - loss: 0.0876 - acc: 0.9625
400000/990000 [===========>..................] - ETA: 10s - loss: 0.0876 - acc: 0.9625
