1,8.6e01,1.2e01,4,4,2,-1,1,9.90001e05
0,6.2e01,8.3e01,2.0e01,4,-1,-1,-1,9.90002e05
0,3.6e01,7.5e01,1.6e01,4,-2,0,0,9.90003e05
1,5.8e01,7,8,-6,1,2,-2,9.90004e05
0,4.1e01,9.0e01,0,4,0,-1,2,9.90005e05
0,7.3e01,4.4e01,8,0,0,0,-1,9.90006e05
1,4.7e01,4,0,4,-1,1,0,9.90007e05
0,2.1e01,7.6e01,1.4e01,8,-1,0,0,9.90008e05
0,4.0e01,2.08e02,2.0e01,0,0,0,2,9.90009e05
0,3.3e01,1.38e02,-4,1.4e01,-1,-1,4,9.90010e05
0,7.3e01,9.4e01,-1.29e02,-7.4e01,-3,-1,-4,9.90011e05
0,1.2e01,3.3e01,0,0,-1,0,0,9.90012e05
1,8.6e01,4,0,5,0,0,0,9.90013e05
1,4.6e01,2.6e01,4,8,1,1,-3,9.90014e05
0,5.6e01,2.0e01,0,0,4,-3,-1,9.90015e05
0,5.6e01,2.9e01,7,-4,2,-3,1,9.90016e05
0,1.0e01,3.4e01,1.8e01,8,-1,0,0,9.90017e05
0,7.8e01,2.8e01,-5,-1.9e01,-1,1,-3,9.90018e05
1,6.2e01,4,0,-8,0,0,2,9.90019e05
0,6.4e01,7.1e01,4.7e01,1.7e01,-2,2,0,9.90020e05
1,8.3e01,4,4,-3,3,-1,1,9.90021e05
1,1.0e01,3.1e01,8,0,-1,0,0,9.90022e05
1,4.5e01,5,4,0,-1,0,0,9.90023e05
0,4.2e01,6.9e01,-8,1.6e01,-1,-2,2,9.90024e05
1,4.8e01,1.2e01,-2.4e01,2.5e01,-8,0,0,9.90025e05
1,5.6e01,1.2e01,-8,0,6,-6,0,9.90026e05
0,7.9e01,1.1e01,4,4,-1,0,1,9.90027e05
0,2.1e01,4.3e01,1.0e01,6,-1,0,0,9.90028e05
0,6.9e01,4.1e01,1.1e01,4,-3,0,-1,9.90029e05
1,3.5e01,0,0,0,1,-2,0,9.90030e05
1,7.5e01,5,2.7e01,-2.4e01,-1,5,-4,9.90031e05
0,7.0e01,1.1e01,0,-1.2e01,0,0,6,9.90032e05
0,6.6e01,4.5e01,3,-4,0,0,0,9.90033e05
1,8.7e01,0,0,0,3,0,0,9.90034e05
0,5.7e01,5.5e01,4,0,-1,3,-2,9.90035e05
0,7.7e01,1.9e01,4,-8,0,0,-5,9.90036e05
1,7.6e01,8,4,0,3,-3,0,9.90037e05
1,8.1e01,4,6,-1,-3,1,0,9.90038e05
1,5.9e01,1.2e01,0,6,7,1,0,9.90039e05
0,2.3e01,5.6e01,2.4e01,8,1,0,0,9.90040e05
1,1.7e01,1.0e01,8,0,-2,0,0,9.90041e05
